0262f167951da1f0251f92961936ea69fe40b7fb	2026-08-03T06:32:28-06:00	John Lindquist	Implement UX-008: render launcher section labels strongly while preserving semantic source text and slot stability
ca2f0ce544697236ed309f3954ecfb7d94fbae13	2026-08-03T08:54:16-06:00	John Lindquist	Implement UX-018 and GOV-001: enforce semantic-state and compositional-layout ownership
ad5a3e17f7f1ef3abba4be00d876a546e5ee92a0	2026-08-03T11:51:13-06:00	John Lindquist	fix(ai-context): unify sanitized message preparation [SAFE-001]
c54a4971acf99916fe7104075ec14bfd5cf6fcbf	2026-08-03T17:04:23-06:00	John Lindquist	feat(ai-context): model staged provenance and retry lifetime [WF-001 WF-003]
ce8868b11246ad072ce3f6559fc045b3a141ea05	2026-08-03T22:19:20-06:00	John Lindquist	fix(agent-chat-entry): report outcomes and enforce entry verbs [WF-002 WF-008]
d4287ef3a1da5b83cd66569e4e53ccc4662ec81e	2026-08-04T06:13:52-06:00	John Lindquist	refactor(conversations): make semantic roles and commands executable [WF-004 WF-005]
64f8b6f5391823552bab68076e9824266f47d539	2026-08-04T17:38:51-06:00	John Lindquist	fix(flow): archive history and expose truthful session identity [SAFE-003 WF-011]
eff00a68b8eaea70b7b4271511f42ad2563d9337	2026-08-05T05:06:44-06:00	John Lindquist	fix(conversations): align dismiss stop retry and copy across hosts [WF-006 WF-007 WF-009 WF-010]
83b8ad0062d0747473d2d699b46c17b374f26a28	2026-08-05T09:41:20-06:00	John Lindquist	fix(notes): make action descriptors own shortcuts and execution [SAFE-004]
55bdd5bdfab001aa82d1ca185b57c6372b8c17a2	2026-08-05T14:54:56-06:00	John Lindquist	fix(notes-search): share results and truthful host destinations [WF-012 WF-017]
25ab3a119cd38f6ac92d268447308e702b3cf587	2026-08-05T20:09:35-06:00	John Lindquist	fix(notes-today): align mentions ai scope and host restoration [WF-013 WF-014 WF-015]
696640276be20a3fa5ed3f323dd9c1e19c85f58f	2026-08-05T22:25:27-06:00	John Lindquist	fix(notes-agent-chat): consume cart items transactionally [WF-016]
de115fd40df16c75535de12a38c11d5d4ed5ea19	2026-08-06T02:32:43-06:00	John Lindquist	fix(dictation): unify targets chips and safe dismissal [SAFE-002 WF-018 WF-019]
5aebd38f9b30c4938d6762c2850359718c5983a7	2026-08-06T07:41:42-06:00	John Lindquist	fix(dictation-delivery): freeze identity and deliver exactly once [WF-020 WF-021]
29544b8dcf23c5ac61398132fcb560e287a3fdd4	2026-08-06T12:33:21-06:00	John Lindquist	fix(dictation-recovery): preserve transcripts and restore focus [WF-022 WF-023]
eb73b49b11c34a06886fe3cd5c07ce80b2f80dac	2026-08-06T20:29:31-06:00	John Lindquist	fix(dictation-history): make portal actions counts and deletion truthful [WF-024]
493769e03208b411790f2b5639222179d8bd7eff	2026-08-06T21:31:07-06:00	John Lindquist	fix(notes-search): restore canonical metadata previews [WF-012]
06888f5cc8cf0011dcbad9a559533ce0248c55b3	2026-08-06T22:14:47-06:00	John Lindquist	audit(workflow-safety): prove every contract on one artifact [SAFE-001..WF-024]
777b74bc7541f9df373e3a53807c6161cd7af005	2026-08-06T22:16:17-06:00	John Lindquist	fix(workflow-audit): bind receipts to the product source commit
4afd4ae529dfedd832ab70e3f0d000d2a9547713	2026-08-07T04:50:35-06:00	John Lindquist	Enforce producer receipt schemas and redact private semantic content [PF-001 PF-003]
687b7219ccbe327ba774d152ecd59a81c62cc8e0	2026-08-07T07:13:56-06:00	John Lindquist	Bind proof receipts to exact window lifetimes and generations [PF-002]
0abf24f6c21c6ae4137f47d88f92a8f567306e22	2026-08-07T10:23:16-06:00	John Lindquist	Make semantic projections exhaustive and gate proof modes [PF-004]
e345ba40d5fb1ca8dade37eda7cb97bd5beca77f	2026-08-07T13:09:03-06:00	John Lindquist	Make model-paint joins and text-fit proof preserve independent truth [PF-005 PF-006]
a43c084d70321fdb0c556db8fb7a005ab68bf450	2026-08-07T20:20:10-06:00	John Lindquist	Prove native footer activation and rendered safe scrolling without collapsing truth layers [PF-007 PF-008]
f68cb0bf95da620c6b2bcab6eba2171d512fb849	2026-08-08T04:31:37-06:00	John Lindquist	Bind every consistency surface to source-backed family fixtures [PF-009 PF-010]
2843d09a3c33a3184c8cc093c3c734a026998ad0	2026-08-08T04:33:47-06:00	John Lindquist	Make glass and browser proofs bind exact rendered owners without masking invalid runs [PF-011 PF-012]
c5e97b711ef424b20f09870c6038034529bb87c0	2026-08-08T04:40:28-06:00	John Lindquist	Resolve shared geometry ownership, retire compatibility facades, and enforce executable 75-task governance [GEO-001..GEO-009 GOV-002..GOV-007]
7014c8185103934450d644ea4e3899a718396436	2026-08-08T06:35:39-06:00	John Lindquist	Implement pre-armed transient glass capture, bind exact native owners, measure composited presentation geometry with one-pixel controls, and keep PF-011 fail-closed until one quiet Main-Notes-Actions transaction passes
cb81cf433453fae4f1e4f4fc5137f9af2a400a21	2026-08-08T06:51:31-06:00	John Lindquist	Retry only transient zero-size native shells before starting PF-011 rapid-toggle phases, then preserve every other topology failure as invalid observer evidence
43435cf423ba63cd47be54dc4f5e9f0171616865	2026-08-08T07:22:22-06:00	John Lindquist	Register the PF-011 glass aggregate as a shared receipt producer, emit the auditor-owned fingerprint, and classify valid presentation failures without stale-producer fallback
d3b34de9dd15f9dd79da33c83854766d26f617b4	2026-08-08T07:34:56-06:00	John Lindquist	Pair the Notes material-safe anchor with the nearest exact-owner rendered frame, still reject any frame farther than one display period, and leave pre-mask reveal and settle phases directionally bounded
9110b6c8799d48e50f07e721730c80102dabfeba	2026-08-08T07:48:10-06:00	John Lindquist	Record PF-011 as one valid serial failure where Notes, Actions, and rapid-toggle pass together while Main alone violates the locked presentation envelope
49232f73be2391d38f1b476e3c9c2ee4ae537ac5	2026-08-08T09:51:51-06:00	John Lindquist	Defer Main glass entry until its ordered owner is compositable and deconvolve calibrated blur from geometry proof [PF-011]
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	2026-08-08T11:04:02-06:00	John Lindquist	Record PF-011 replacement proof and close the executable 75-task consistency ledger
