candidate_sha	lane	path	subsystem	classification	severity	confidence	finding_ids	evidence_refs	review_state
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.artifacts/consistency/cons-flow-ux/final-audit/WF-016/receipt.json	checked-in receipts	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.artifacts/consistency/cons-flow-ux/final-audit/WF-017/receipt.json	checked-in receipts	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.artifacts/consistency/cons-flow-ux/final-audit/WF-018/receipt.json	checked-in receipts	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.artifacts/consistency/cons-flow-ux/final-audit/WF-019/receipt.json	checked-in receipts	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.artifacts/consistency/cons-flow-ux/final-audit/WF-020/receipt.json	checked-in receipts	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.artifacts/consistency/cons-flow-ux/final-audit/WF-021/receipt.json	checked-in receipts	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.artifacts/consistency/cons-flow-ux/final-audit/WF-022/receipt.json	checked-in receipts	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.artifacts/consistency/cons-flow-ux/final-audit/WF-023/receipt.json	checked-in receipts	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.artifacts/consistency/cons-flow-ux/final-audit/WF-024/receipt.json	checked-in receipts	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.artifacts/consistency/cons-flow-ux/final-audit/lane-receipt.json	checked-in receipts	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.artifacts/consistency/cons-flow-ux/safe001-canonical-v2/SAFE-001/receipt.json	checked-in receipts	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.notes/CONSISTENCY-PROGRESS.md	notes and ledgers	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.notes/oracle/cons-core-ux/ledger.md	notes and ledgers	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.notes/oracle/cons-flow-ux/c03-entry-caller-contract.md	notes and ledgers	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.notes/oracle/cons-flow-ux/ledger.md	notes and ledgers	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.notes/oracle/flow-c05-archive/audit.md	notes and ledgers	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.notes/oracle/flow-c05-archive/ledger.md	notes and ledgers	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	.notes/oracle/ux14-popup-life/ledger.md	notes and ledgers	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	06-integrate-article	CLAUDE.md	repository policy	VERIFIED_IMPROVEMENT	P2	C2	06-F001	.artifacts/branch-trust-audit/06-integrate-article/receipts/static-audit.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	06-integrate-article	GLOSSARY.md	owner documentation	VERIFIED_IMPROVEMENT	P2	C2	06-F002,06-F003	.artifacts/branch-trust-audit/06-integrate-article/receipts/V01-glossary-links.json;.artifacts/branch-trust-audit/06-integrate-article/receipts/static-audit.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	03-ai-protocol	crates/sk-protocol/src/ai_reliability/model_tests.rs	domain reliability reducer	VERIFIED_IMPROVEMENT	P1	C3	03-F001	.artifacts/branch-trust-audit/03-ai-protocol/receipts/V01-domain-reliability.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	03-ai-protocol	crates/sk-protocol/src/ai_reliability/reducer.rs	domain reliability reducer	VERIFIED_IMPROVEMENT	P1	C3	03-F001	.artifacts/branch-trust-audit/03-ai-protocol/receipts/V01-domain-reliability.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	03-ai-protocol	crates/sk-protocol/src/ai_reliability/types.rs	domain reliability reducer	VERIFIED_IMPROVEMENT	P1	C3	03-F001	.artifacts/branch-trust-audit/03-ai-protocol/receipts/V01-domain-reliability.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/README.md	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/data/groups.json	consistency explorer generator	CONFIRMED_REGRESSION	P1	C2	01-F001,01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V18-explorer-generator-parity.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/groups/accessibility-semantics.html	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/groups/context-identity.html	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/groups/conversations-flow.html	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/groups/cues-actions.html	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/groups/dictation.html	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/groups/geometry-settings.html	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/groups/governance-contracts.html	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/groups/inputs-popups.html	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/groups/notes-today.html	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/groups/proof-truth.html	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/groups/rows-sections.html	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/groups/states-recovery.html	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/index.html	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/shared/explorer.css	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/shared/explorer.js	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/tests/browser-smoke.mjs	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/tests/validate-explorer.mjs	consistency explorer	VERIFIED_IMPROVEMENT	P2	C2	01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V02-explorer-browser-smoke.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/consistency/tools-build-data.py	consistency explorer generator	CONFIRMED_REGRESSION	P1	C2	01-F001,01-F009	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V18-explorer-generator-parity.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/mockups/generated/tokens.css	design tokens and contracts	VERIFIED_IMPROVEMENT	P2	C3	01-F002	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V04-design-contract.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/mockups/generated/tokens.json	design tokens and contracts	VERIFIED_IMPROVEMENT	P2	C3	01-F002	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V04-design-contract.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	01-shared-ui	design/mockups/tests/story-browser-geometry-harness.mjs	shared chrome and rows	VERIFIED_IMPROVEMENT	P2	C3	01-F002	.artifacts/branch-trust-audit/01-shared-ui/receipts/00-owned.patch,.artifacts/branch-trust-audit/01-shared-ui/receipts/V08-list-item.json	BEHAVIOR_PROVEN
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	feature-map/index.md	generated feature map	UNPROVEN_CLAIM	P1	C0	05-F006	receipts/checked-in-receipt-census.json	STATIC_REVIEWED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/context-lifecycle-probe.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/context-preparation-probe.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/conversation-hosts-probe.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/dictation-delivery-probe.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/dictation-dismiss-targets-probe.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/dictation-history-probe.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/dictation-recovery-focus-probe.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/entry-verbs-probe.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/final-workflow-audit.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/flow-history-probe.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/notes-actions-probe.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/notes-agent-chat-return-probe.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/notes-handoff-probe.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/notes-search-probe.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/notes-today-probe.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-flow-ux/semantic-command-probe.ts	Flow and runtime probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-proof-gov/ax-scroll-proof.ts	proof and governance probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-proof-gov/coverage-family-proof.ts	proof and governance probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-proof-gov/layout-text-proof.ts	proof and governance probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-proof-gov/privacy-canary-probe.ts	proof and governance probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-proof-gov/schema-registry-proof.ts	proof and governance probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-proof-gov/semantic-projection-proof.ts	proof and governance probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
a3fc52549b4c1566bbfc585a79fa1c18478ddc86	05-proof-trust	scripts/agentic/cons-proof-gov/story-geometry-proof.mjs	proof and governance probes	PROOF_GAP	P2	C1	05-F009	receipts/V03-trust-core-tests.json;receipts/V04-devtools-primitive-tests.json	CONSUMER_TRACED
